# This MVPS HOSTS file is a free download from:           #
# http://www.mvps.org/winhelp2002/                        #
#                                                         #
# Notes: the browser does not read this "#" symbol        #
# You can create your own notes, after the # symbol       #
# This *must* be the first line: 127.0.0.1     localhost  #
# ********************************************************#
# ------------------Updated: 04-15-05---------------------#
# ********************************************************#
# Entries marked with Parasite or Trojan comments should  #
# be placed in the Internet Explorer Restricted Zone.     #
# http://mvps.org/winhelp2002/restricted.htm              #
#                                                         #
# Entries with other comments are searchable via Google.  #
#                                                         #
# Disclaimer: this file is free to use, however it is NOT #
# permitted to post on any other site without permission. #
#                                                         #
# This work is licensed under the Creative Commons        #
# Attribution-NonCommercial-ShareAlike License.           #
# http://creativecommons.org/licenses/by-nc-sa/2.0/       #

127.0.0.1  mirrorsearch.speedbit.com
127.0.0.1  www3.speedbit.com
127.0.0.1  www.speedbit.com
# [Spylog][MyWebProjects][IE-SpyAd]
127.0.0.1  spytrack.tic.ru
127.0.0.1  spylog.com
127.0.0.1  banners.spylog.com
127.0.0.1  gstats.spylog.com
127.0.0.1  hits.spylog.com
127.0.0.1  my.spylog.com
127.0.0.1  stats.spylog.com
127.0.0.1  www.spylog.com
127.0.0.1  spylog.ru
127.0.0.1  dir.spylog.ru
127.0.0.1  dir1.spylog.ru
127.0.0.1  gs.spylog.ru
127.0.0.1  info.spylog.ru
127.0.0.1  present.spylog.ru
127.0.0.1  www.spylog.ru
127.0.0.1  counter.aport.ru
# [Spyware Labs, Inc][Adware.AdDestroyer]
127.0.0.1  spywarelabs.com #[Adware.VirtualBouncer]
127.0.0.1  download.spywarelabs.com
127.0.0.1  downloads.spywarelabs.com #[VirtualBouncer]
127.0.0.1  install.spywarelabs.com
127.0.0.1  spywarelabs.fileburst.com #[IE-SpyAd]
127.0.0.1  xml.spywarelabs.com
127.0.0.1  www.spywarelabs.com
# [SRC Technologies]
127.0.0.1  lsjmp.com
127.0.0.1  www.pmstats.com
127.0.0.1  www.postalmanager.com
127.0.0.1  www.spybouncer.com #[SpyBouncer.SBDownloader]
# [STANDARD INTERNET][Adware.Winpup]
127.0.0.1  adserv.net
127.0.0.1  adtrak.net
127.0.0.1  ugl.adtrak.net
127.0.0.1  www.adtrak.net
127.0.0.1  allclicks.com
127.0.0.1  www.allclicks.com
127.0.0.1  bulkclicks.com
127.0.0.1  cashpile.com
127.0.0.1  www.cgistorehouse.com
127.0.0.1  www.clickhereforcellphones.com
127.0.0.1  www.clickheretofind.com
127.0.0.1  clickthrunet.net
127.0.0.1  ads.clickthru.net
127.0.0.1  clickthru.net
127.0.0.1  icon.clickthru.net
127.0.0.1  clickthrutraffic.com
127.0.0.1  www.clickthrutraffic.com
127.0.0.1  mojo.com #[CustomToolbar.Setup]
127.0.0.1  www.mojo.com #[Parasite.CustomToolbar]
127.0.0.1  mojosearch.com
127.0.0.1  www.mojosearch.com
127.0.0.1  popuptraffic.com
127.0.0.1  media.popuptraffic.com
127.0.0.1  media2.popuptraffic.com
127.0.0.1  stats.popuptraffic.com
127.0.0.1  www.popuptraffic.com
127.0.0.1  searchtraffic.com
127.0.0.1  www.searchtraffic.com
127.0.0.1  www.standardinternet.com
127.0.0.1  stopannoyingpopups.com #[Parasite.AutoSearch]
127.0.0.1  www.stopannoyingpopups.com
127.0.0.1  sictalk.com
127.0.0.1  www.textlinks.com
127.0.0.1  tunders.com
127.0.0.1  www.tunders.com #[Parasite.AutoSearch]
127.0.0.1  search.turbofind.com
127.0.0.1  www.turbofind.com
# [StartNow International][StartNow.HyperBar]
127.0.0.1  www.goodsitesguide.com
127.0.0.1  config.iesearch.com
127.0.0.1  www.iesearch.com #[Adware bundler]
127.0.0.1  go.startnow.com
127.0.0.1  minisearch.startnow.com
127.0.0.1  nav.startnow.com
127.0.0.1  search.startnow.com
127.0.0.1  srch.startnow.com
127.0.0.1  www.startnow.com #[Adware.HyperBar]
127.0.0.1  www.webtracknow.com
127.0.0.1  www.wyzo.com
# [STARTSEARCH][IE-SpyAd]
127.0.0.1  admin.startsurfing.com
127.0.0.1  download.startsurfing.com
127.0.0.1  rev.startsurfing.com
127.0.0.1  search.startsurfing.com
127.0.0.1  startsurfing.com #[search123.com]
127.0.0.1  www.startsurfing.com
# [Starware][IE-SpyAd]
127.0.0.1  cometcursor.com #[KB316085]
127.0.0.1  cometcursors.com
127.0.0.1  www.cometcursors.com
127.0.0.1  cometsystems.com
127.0.0.1  christmascursors.cometsystems.com
127.0.0.1  cometcursor.cometsystems.com
127.0.0.1  cometzone.cometsystems.com
127.0.0.1  content.cometsystems.com
127.0.0.1  dm.cometsystems.com #[DMProxyCtl Class]
127.0.0.1  download.cometsystems.com
127.0.0.1  f2.cometsystems.com
127.0.0.1  files.cc.cometsystems.com
127.0.0.1  files.cometsystems.com
127.0.0.1  log.cc.cometsystems.com #[Spyware.CometCursor]
127.0.0.1  mcc-fd.cometsystems.com
127.0.0.1  rd.yn.cometsystems.com
127.0.0.1  search2.cometsystems.com
127.0.0.1  webmail.cometsystems.com
127.0.0.1  cometzone.com
127.0.0.1  www.screensavers.com #[Screensavers.com toolbar]
# [SubscriberBASE Inc]
127.0.0.1  www.addrive.com
127.0.0.1  bluezipper.com
127.0.0.1  hpu.bluezipper.com
127.0.0.1  www.bluezipper.com
127.0.0.1  exceip.com #[IE-SpyAd]
127.0.0.1  www.freeslide.com
127.0.0.1  jdaf.com
127.0.0.1  sbx1.com
127.0.0.1  jp1.sb01.com
127.0.0.1  sbase30.com
127.0.0.1  mx253.sb03.com #[FavoriteMan]
127.0.0.1  www.precisionpop.com #[Adware.PrecisionPop]
127.0.0.1  subscriberbase.com
127.0.0.1  www.weeklysurveys.com
# [Syndicated Advertising]
127.0.0.1  404ads.com #[IE-SpyAd]
127.0.0.1  www.404ads.com
127.0.0.1  wanted.com
127.0.0.1  www.wanted.com
# [Targetnet - Mamma.com][IE-SpyAd]
127.0.0.1  focusin.com
127.0.0.1  www-401.focusin.com
127.0.0.1  www.focusin.com
127.0.0.1  ads.mamma.com
127.0.0.1  ad2.mamma.com
127.0.0.1  targetnet.com
127.0.0.1  adpulse.ads.targetnet.com
127.0.0.1  fad-404.mtl4.targetnet.com
127.0.0.1  fad-407.mtl4.targetnet.com
127.0.0.1  fad-410.mtl4.targetnet.com
127.0.0.1  fad-1103.nyc1.targetnet.com
127.0.0.1  fad-1104.nyc1.targetnet.com
127.0.0.1  fad-1105.nyc1.targetnet.com
127.0.0.1  fad-1106.nyc1.targetnet.com
127.0.0.1  fad-1107.nyc1.targetnet.com
127.0.0.1  fad-1108.nyc1.targetnet.com
127.0.0.1  fad-1109.nyc1.targetnet.com #[SpyAssult]
127.0.0.1  fad-1110.nyc1.targetnet.com
127.0.0.1  fad-1111.nyc1.targetnet.com
127.0.0.1  fad-1112.nyc1.targetnet.com
127.0.0.1  fad-1113.nyc1.targetnet.com
127.0.0.1  fad-1114.nyc1.targetnet.com
127.0.0.1  fad-1115.nyc1.targetnet.com
127.0.0.1  focusin.ads.targetnet.com
127.0.0.1  www.targetnet.com
# [TargetSaver, Inc][IE-SpyAd]
127.0.0.1  www.adtraffic.net
127.0.0.1  www.quicksweeper.com
127.0.0.1  www.targetsaver.com #[Adware.TargetSaver]
127.0.0.1  www.targetweather.com
#[The DelFin Project][Adware.DelFin][Adware.DelFin.B]
127.0.0.1  delfinproject.com
127.0.0.1  ads.delfinproject.com
127.0.0.1  adsv2.delfinproject.com
127.0.0.1  content.delfinproject.com #[Adware-IEDriver]
127.0.0.1  mm.delfinproject.com #[AdWare.DelphinMediaViewer.c]
127.0.0.1  www.delfinproject.com #[PromulGate][KB811270]
127.0.0.1  dmvlite.com
127.0.0.1  www.dmvlite.com
127.0.0.1  pgate-basic.com #[PGATE-BASIC]
127.0.0.1  www.pgate-basic.com
# [The Walt Disney Company][ABC News][INFOSEEK]
127.0.0.1  3ps.go.com
127.0.0.1  hb.disney.go.com #[HitBox]
127.0.0.1  Ad.go.com
127.0.0.1  adimages.go.com
127.0.0.1  dcapps.disney.go.com #[web bug]
127.0.0.1  ehg-espn.hitbox.com
127.0.0.1  ngads.go.com
127.0.0.1  x.go.com
127.0.0.1  ad.infoseek.com
127.0.0.1  adsatt.abcnews.starwave.com
127.0.0.1  adsatt.disney.starwave.com
127.0.0.1  adsatt.espn.starwave.com
127.0.0.1  odc.starwave.com
# [Total Velocity][Adware.MemoryMeter]
127.0.0.1  centralmedia.ws #[flashlightsearch.com]
127.0.0.1  ads.centralmedia.ws
127.0.0.1  c.centralmedia.ws
127.0.0.1  www.centralmedia.ws
127.0.0.1  memorymeter.com #[Adware-TVelocity][TotalVelocity.MemoryMeter]
127.0.0.1  www.memorymeter.com
127.0.0.1  totalvelocity.com #[TV T-Media Display]
127.0.0.1  www.totalvelocity.com
127.0.0.1  zsearchresults.com
127.0.0.1  www.zsearchresults.com #[Spyware.zSearch]
127.0.0.1  zsearchtoolbar.com
127.0.0.1  www.zsearchtoolbar.com
# [Trade Doubler AB][IE-SpyAd]
127.0.0.1  tradedoubler.com
127.0.0.1  impes.tradedoubler.com
127.0.0.1  impfr.tradedoubler.com
127.0.0.1  impgb.tradedoubler.com
127.0.0.1  impit.tradedoubler.com
127.0.0.1  impnl.tradedoubler.com
127.0.0.1  impse.tradedoubler.com
127.0.0.1  tracker.tradedoubler.com
# [Trade News Corporation][Parasite.AdultLinks]
127.0.0.1  www.1adult.com
127.0.0.1  11zz.com
127.0.0.1  i.11zz.com
127.0.0.1  in.11zz.com
127.0.0.1  www.11zz.com
127.0.0.1  mainentrypoint.com
127.0.0.1  in.mainentrypoint.com
127.0.0.1  lz.mainentrypoint.com
127.0.0.1  secure.mainentrypoint.com
127.0.0.1  vad.mainentrypoint.com
127.0.0.1  www.mainentrypoint.com #[Adware.AdultLinks]
127.0.0.1  in.riskymail4free.com
127.0.0.1  www.riskymail4free.com
# [TrafficAds Media][Parasite.ezSearching]
127.0.0.1  ftp.clicktracking.info
127.0.0.1  www.clicktracking.info #[AdPopper]
127.0.0.1  www.findology.com
127.0.0.1  findology.mail.everyone.net
# [TravelEngine.Net][travel pop-up scam]
127.0.0.1  www.special-t-travel.com
127.0.0.1  congratulations.travelengine.net
127.0.0.1  www.travelengine.net
# [TrekBlue]
127.0.0.1  www.nuker.com #[NetSource101][IE-SpyAd]
127.0.0.1  www.trekblue.com #[IE-SpyAd]
127.0.0.1  crossroad.trekdata.com #[IE-SpyAd]
127.0.0.1  www.spywarenuker.com #[Adware.SpywareNuker][IE-SpyAd]
# [Tripod][LYCOS-INC.COM][HOTWIRED.COM][Quote.com][MATCHMAKER.COM][ANGLEFIRE]
127.0.0.1  linktracker.angelfire.com
127.0.0.1  icache.getrelevant.com
127.0.0.1  ads.lycos.com
127.0.0.1  cm8.lycos.com
127.0.0.1  guestworld.tripod.lycos.com
127.0.0.1  install.sidesearch.lycos.com #[Lycos SideSearch][Adware.SideSearch]
127.0.0.1  ads.tripod.lycos.co.uk
127.0.0.1  dl.lygo.com #[SideSearch]
127.0.0.1  oreo.matchmaker.com
127.0.0.1  ads.tripod.com
127.0.0.1  ads1.tripod.com
127.0.0.1  build.tripod.com
127.0.0.1  linktracker.tripod.com
127.0.0.1  nedstat.tripod.com
127.0.0.1  titan.guestworld.tripod.lycos.com
# [TWISTED HUMOR][Lionspride Enterprises][DBA rankyou.com]
127.0.0.1  twistedhumor.com #[Parasite.CometCursor/Toolbar]
127.0.0.1  www.twistedhumor.com
127.0.0.1  www.crazydrinks.com #[IE-SpyAd]
127.0.0.1  www.em5000.com
127.0.0.1  www.rankyou.com
127.0.0.1  www.wayweird.com
# [Ultimate Search]
127.0.0.1  www.all2save.com
127.0.0.1  includes.all2save.com
127.0.0.1  andr.com
127.0.0.1  www.andr.com
127.0.0.1  bigsexvideos.com
127.0.0.1  www.bigsexvideos.com
127.0.0.1  www.casinoxo.com #[CasinoXOSetup]
127.0.0.1  duolaimi.net
127.0.0.1  www.duolaimi.net
127.0.0.1  eimg.com
127.0.0.1  www.eimg.com
127.0.0.1  glintbill.com
127.0.0.1  www.glintbill.com
127.0.0.1  gorefer.com
127.0.0.1  www.gorefer.com
127.0.0.1  hotqueens.com
127.0.0.1  banners.hotqueens.com
127.0.0.1  pix.hotqueens.com
127.0.0.1  www.hotqueens.com
127.0.0.1  www.loading-lolita.com
127.0.0.1  loveadot.com #[Trojan.Lovead]
127.0.0.1  www.loveadot.com
127.0.0.1  mycpworld.com
127.0.0.1  www.mycpworld.com
127.0.0.1  mysearches.com
127.0.0.1  www.mysearches.com
127.0.0.1  mysearchstart.com
127.0.0.1  www.mysearchstart.com
127.0.0.1  www.prizeentry.com #[Parasite.DailyWinner]
127.0.0.1  quickfindit.net
127.0.0.1  www.quickfindit.net
127.0.0.1  searching.net
127.0.0.1  www.searching.net
127.0.0.1  searchscavenger.com
127.0.0.1  www.searchscavenger.com
127.0.0.1  www.sexarena.com
127.0.0.1  startingsearch.com
127.0.0.1  www.startingsearch.com
127.0.0.1  www.ultsearch.com
127.0.0.1  ultimatesearch.com
127.0.0.1  www.ultimatesearch.com
127.0.0.1  xjupiter.com #[Xupiter]
127.0.0.1  www.xjupiter.com
# [USA Revco]
127.0.0.1  clear-search.com
127.0.0.1  clrsch.com #[Adware.ClearSearch][CWS]
127.0.0.1  r2.clrsch.com
127.0.0.1  r3.clrsch.com
127.0.0.1  r4.clrsch.com
127.0.0.1  sds.clrsch.com #[TROJ_SMALL.GO]
127.0.0.1  status.clrsch.com
127.0.0.1  www.clrsch.com
127.0.0.1  clr-sch.com
127.0.0.1  s1.qckads.com
127.0.0.1  s2.qckads.com
127.0.0.1  s3.qckads.com
127.0.0.1  s4.qckads.com
127.0.0.1  s5.qckads.com
127.0.0.1  s6.qckads.com
127.0.0.1  s7.qckads.com
127.0.0.1  sds.qckads.com
127.0.0.1  status.qckads.com
# [Valueclick][Tracking Service][IE-SpyAd]
127.0.0.1  123search.com
127.0.0.1  www.123search.com #[Parasite.ClientMan]
127.0.0.1  ads.bfast.com
127.0.0.1  bst.bfast.com
127.0.0.1  service.bfast.com
127.0.0.1  service2.bfast.com
127.0.0.1  www.yourcontrolpanel.com
127.0.0.1  befree.webdialogs.com
127.0.0.1  search123.com
127.0.0.1  click.search123.com
127.0.0.1  cgi.search123.com
127.0.0.1  partners.search123.com
127.0.0.1  www.search123.com
127.0.0.1  clickagents.com
127.0.0.1  ads.clickagents.com
127.0.0.1  st.clickagents.com
127.0.0.1  www.clickagents.com
127.0.0.1  mediaplex.com
127.0.0.1  adfarm.mediaplex.com
127.0.0.1  adfarm.snv.mediaplex.com
127.0.0.1  altfarm.mediaplex.com #[prevents login -ebay.co.uk]
127.0.0.1  img.mediaplex.com
127.0.0.1  img-iad.mediaplex.com
127.0.0.1  img-cdn.mediaplex.com
127.0.0.1  img-snv.mediaplex.com
127.0.0.1  mimg-snv.mediaplex.com
127.0.0.1  mojofarm.mediaplex.com
127.0.0.1  mojoworks.mediaplex.com
127.0.0.1  www.mediaplex.com
127.0.0.1  valueclick.com
127.0.0.1  adclst03.valueclick.com
127.0.0.1  js.valueclick.com
127.0.0.1  kansas.valueclick.com
127.0.0.1  lbrain.valueclick.com
127.0.0.1  lbrain.la.valueclick.com
127.0.0.1  intra.valueclick.com
127.0.0.1  oz.valueclick.com
127.0.0.1  st.valueclick.com
127.0.0.1  st.la.valueclick.com
127.0.0.1  www.valueclick.com
127.0.0.1  ads.123m.valueclick.net
127.0.0.1  ads.6fig.valueclick.net
127.0.0.1  ads.baby.valueclick.net
127.0.0.1  ads.big.valueclick.net
127.0.0.1  ads.blp.valueclick.net
127.0.0.1  ads.hdn.valueclick.net
127.0.0.1  ads.hmn.valueclick.net
127.0.0.1  ads.hlwd.valueclick.net
127.0.0.1  ads.hnet.valueclick.net
127.0.0.1  ads.huma.valueclick.net
127.0.0.1  ads.mb.valueclick.net
127.0.0.1  ads.pg.valueclick.net
127.0.0.1  ads.smm.valueclick.net
127.0.0.1  ads.pas.valueclick.net
127.0.0.1  ads.qcns.valueclick.net
127.0.0.1  ads.usta.valueclick.net
127.0.0.1  js.zmedia.com
# [Vibrant Media]
127.0.0.1  compnet.us.intellitxt.com
127.0.0.1  devshed.us.intellitxt.com
127.0.0.1  examnotes.us.intellitxt.com
127.0.0.1  experts.us.intellitxt.com
127.0.0.1  forbes.us.intellitxt.com
127.0.0.1  icentric.us.intellitxt.com
127.0.0.1  itxt2.us.intellitxt.com
127.0.0.1  lmcd.us.intellitxt.com
127.0.0.1  penton.us.intellitxt.com
127.0.0.1  rydium.us.intellitxt.com
127.0.0.1  toms.us.intellitxt.com
127.0.0.1  tribal.us.intellitxt.com
127.0.0.1  uk.intellitxt.com
127.0.0.1  www.smarttargetting.com
127.0.0.1  www.smarttargetting.net
127.0.0.1  vibrantmedia.com #[IE-SpyAd]
127.0.0.1  itxt.vibrantmedia.com
127.0.0.1  usads.vibrantmedia.com
127.0.0.1  usnews.vibrantmedia.com
127.0.0.1  www.vibrantmedia.com
# [Visicom Media and Affiliates][IE-SpyAd]
127.0.0.1  toolbar.gograph.com
127.0.0.1  categories.mygeek.com #[Parasite.GrandStreet]
127.0.0.1  offeroptimizer.mygeek.com
127.0.0.1  tp.mygeek.com
127.0.0.1  xmlsearch.mygeek.com
127.0.0.1  searchcentrix.com #[Adware.SideBar][SearchCentrix]
127.0.0.1  downloads.searchcentrix.com #[SomaticCAB.Setup]
127.0.0.1  if.searchcentrix.com #[StartPage-GN]
127.0.0.1  www.searchcentrix.com #[VisiCom.SearchCentric]
127.0.0.1  search-o-matic2000.com
127.0.0.1  www.search-o-matic2000.com
127.0.0.1  vmn.net
127.0.0.1  seek4freetoolbar.mygeek.com
127.0.0.1  toolbar.pickoftheweb.com
127.0.0.1  toolbar.versimedia.com #[MegaToolbar]
# [Vertical Theories.com]
127.0.0.1  www.danetport.com #[BackDoor-BDI][Win32.Daqa.C]
127.0.0.1  www.ddupdates.com
127.0.0.1  fast-finder.com
127.0.0.1  www.fast-finder.com
127.0.0.1  www.infport.com #[Troj/SecondT-AA]
127.0.0.1  www.nextern.net
127.0.0.1  www.newinf.net
127.0.0.1  thepowerstrip.com
127.0.0.1  www.thepowerstrip.com #[Adware.PStrip][Parasite.PowerStrip]
127.0.0.1  www.serverlogic3.com #[Parasite.Hyperlinker][Adware.LinkMaker]
127.0.0.1  www.srfgate.com
127.0.0.1  ads.versaworks.net
127.0.0.1  verschk.com #[Parasite.PowerStrip]
127.0.0.1  www.verschk.com
127.0.0.1  www.webnetinfo.net #[BackDoor-BDI][Spyware.Goidr]
# [VIRTUMUNDO, INC][Adknowledge][Parasite.NewtonKnows]
127.0.0.1  ak1.cc
127.0.0.1  dyn.ak1.cc
127.0.0.1  app.desktop.ak-networks.com #[aklsp.dll][TrojanDownloader.Win32.Agent.br]
127.0.0.1  updates.desktop.ak-networks.com
127.0.0.1  vlogic.ak-networks.com #[lspak.dll]
127.0.0.1  www.newtonknows.com #[Newton Knows.Bar]
127.0.0.1  virtumundo.com #[Virtumonde.C]
127.0.0.1  ads3.virtumundo.com
127.0.0.1  ads4.virtumundo.com
127.0.0.1  dyn.virtumundo.com
127.0.0.1  pchi-vtrk.virtumundo.com
127.0.0.1  privacy.virtumundo.com
127.0.0.1  updates.desktop.virtumundo.com #[TrojanDownloader.Win32.Virtumonde.a]
127.0.0.1  vtrack.virtumundo.com
127.0.0.1  www.virtumundo.com #[TargetSoft.winhost32]
127.0.0.1  vmadmin.com
# [warrior]
127.0.0.1  gugle.biz #[Adware.NowFind]
127.0.0.1  101.nowfind.net 
127.0.0.1  103.nowfind.net
127.0.0.1  www.nowfind.biz
127.0.0.1  www.nowfind.net
# [WEBHANCER][Spyware.Webhancer][Parasite.webHancer]
127.0.0.1  www.webhancer.com
127.0.0.1  a1.webhancer.com
127.0.0.1  d.webhancer.com
127.0.0.1  d2.webhancer.com
127.0.0.1  d3.webhancer.com
127.0.0.1  download.webhancer.com
127.0.0.1  dr1.webhancer.com
127.0.0.1  dr2.webhancer.com
127.0.0.1  prime.webhancer.com
127.0.0.1  reports.webhancer.com
127.0.0.1  server.webhancer.com
127.0.0.1  update.webhancer.com
127.0.0.1  b1-v2-bell.webhancer.com
127.0.0.1  vr1-v1.webhancer.com
127.0.0.1  vws-1.webhancer.com
127.0.0.1  www.realenduser.com
# [Webnet International][IE-SpyAd]
127.0.0.1  bannerco-op.com
127.0.0.1  bannersgomlm.com
127.0.0.1  www.bannersgomlm.com
127.0.0.1  bannersgomlm.buildreferrals.com
# [Websidestory][Hitbox][Tracking Service][IE-SpyAd]
127.0.0.1  websidestory.com
127.0.0.1  support.websidestory.com
127.0.0.1  www.websidestory.com
127.0.0.1  statmarket.com
127.0.0.1  stats.statmarket.com
# [Whistle Software][Panda Spyware/Whistle]
127.0.0.1  www.uslocalweather.com
127.0.0.1  www.wsel.net
127.0.0.1  www.whistlesoftware.com
# [WORLDATA.COM][IE-SpyAd]
127.0.0.1  webconnect.net
127.0.0.1  wexchange.webconnect.net
127.0.0.1  remote.webconnect.net
127.0.0.1  reporting.webconnect.net
127.0.0.1  secure.webconnect.net
127.0.0.1  www.webconnect.net
127.0.0.1  www.worldata.com
# [WhenUcom Inc][Parasite.SaveNow][KB302463][IE-SpyAd]
127.0.0.1  a1964.g.akamai.net
127.0.0.1  www.clock-sync.com #[ClockSync]
127.0.0.1  akapp.whenu.com
127.0.0.1  akdwl.whenu.com
127.0.0.1  akweb.whenu.com
127.0.0.1  app.whenu.com
127.0.0.1  bidtxt.whenu.com
127.0.0.1  chromium.whenu.com
127.0.0.1  download.whenu.com
127.0.0.1  mercury.whenu.com
127.0.0.1  spweather.whenu.com
127.0.0.1  spweb.whenu.com
127.0.0.1  tin.whenu.com
127.0.0.1  titanium.whenu.com
127.0.0.1  web.whenu.com
127.0.0.1  weather.whenu.com
127.0.0.1  zinc.whenu.com
127.0.0.1  whenushop.whenu.com
127.0.0.1  whenu.com #[Adware.WhenU][KB321966]
127.0.0.1  www.whenu.com
127.0.0.1  getweathercast.com
127.0.0.1  www.getweathercast.com #[Adware.Weathercast][Trojan.Win32.VB.fk]
127.0.0.1  pricebandit.com
127.0.0.1  www.pricebandit.com
127.0.0.1  www.whenushop.com
127.0.0.1  www.whenu.com.edgesuite.net
127.0.0.1  app.whenu.speedera.net
127.0.0.1  weather.whenu.speedera.net
127.0.0.1  web.whenu.speedera.net
127.0.0.1  whenusearch.com
127.0.0.1  www.whenusearch.com
# [Wild Media, LLC]
127.0.0.1  www.ads234.com
127.0.0.1  ads345.com
127.0.0.1  www.ads345.com
127.0.0.1  www.consumersoftwarelabs.com
127.0.0.1  origin.midaddle.com #[WinPage Affiliate]
127.0.0.1  www.midaddle.com #[Troj/Midaddle-C]
127.0.0.1  www.netspry.com #[CWinPagePlayer Object]
127.0.0.1  download.statblaster.com #[Parasite.WildMedia][TROJ_STILEN.A]
127.0.0.1  origin.statblaster.com
127.0.0.1  www.statblaster.com #[Adware.StatBlaster]
127.0.0.1  data.overpro.com
127.0.0.1  download.overpro.com #[WMService Class]
127.0.0.1  www.overpro.com
127.0.0.1  www.playminigolf.com #[StopZilla Class]
127.0.0.1  download.wildarcade.com #[Adware.OverPro]
127.0.0.1  www.wildarcade.com
127.0.0.1  www.yellow-sticky.com #[Troj/Midaddle-C]
# [WildTangent Inc][Panda Adware/WildTangent]
127.0.0.1  aimgames.wildtangent.com
127.0.0.1  aiminstaller.wildtangent.com
127.0.0.1  download.wildtangent.com
127.0.0.1  dl.dna.wildtangent.com
127.0.0.1  install.wildtangent.com #[WildTangent Active Launcher]
127.0.0.1  register.wildtangent.com
127.0.0.1  updaterservice.wildtangent.com
127.0.0.1  www.wildtangent.com #[WTHoster Class]
# [Wishbone Media]
127.0.0.1  lycos.com.org
127.0.0.1  orbitcycle.com
127.0.0.1  banners.orbitcycle.com
127.0.0.1  shagorgag.orbitcycle.com
127.0.0.1  www.orbitcycle.com
127.0.0.1  wish7.com
127.0.0.1  www.wish7.com
127.0.0.1  toolbar.wishbone.com #[WBMInstaller Class]
127.0.0.1  your.wishbone.com
127.0.0.1  wapd.wishbone.com
127.0.0.1  www.wishbone.com
127.0.0.1  yeah.com
127.0.0.1  www.yeah.com
127.0.0.1  your.com #[digimedia.com]
127.0.0.1  www.your.com
127.0.0.1  microsoft.com.org #[IE-SpyAd]
127.0.0.1  www.www.microsoft.com.org
# [The Weather Underground]
127.0.0.1  ads3.wunderground.com
127.0.0.1  ads.wunderground.com
127.0.0.1  as5000.wunderground.com
127.0.0.1  server.as5000.com
127.0.0.1  server2.as5000.com
# [WorldToStart B.V.]
127.0.0.1  www.bannersandpopups.com
127.0.0.1  www.mediahighway.net
127.0.0.1  www.worldtostart.com #[Trojan.Lazar]
# [X10 Wireless Technology]
127.0.0.1  riversoftware.net #[ClearStream Accelerator]
127.0.0.1  www.riversoftware.net #[accel Class][Adware.Riversoft]
127.0.0.1  ads.x10.com
127.0.0.1  contest.x10.com
127.0.0.1  control.x10.com
127.0.0.1  ftp.x10.com
127.0.0.1  graphics.x10.com
127.0.0.1  images.x10.com
127.0.0.1  reports.x10.com #[IE-SpyAd]
127.0.0.1  site.x10.com
127.0.0.1  software.x10.com
127.0.0.1  store.x10.com
127.0.0.1  x10-beta.com
127.0.0.1  x10.com
127.0.0.1  www.x10.com
# [Xuppa]
127.0.0.1  www.advertisingbay.com
127.0.0.1  www.bay9.com
127.0.0.1  e-clk.com
127.0.0.1  www.e-clk.com
127.0.0.1  www.finally.com
127.0.0.1  www.popbay.com
127.0.0.1  xuppa.com #[Win32.Abnact.A]
127.0.0.1  www.xuppa.com
# [XXXENGINE.NETALL][Adware.ABXToolbar]
127.0.0.1  www.7sir7.com
127.0.0.1  www.123xxl.com
127.0.0.1  www.abx4.com #[server down?]
127.0.0.1  take4look.com
# [Yahoo][egroups\geocities\broadcast\yimg]
127.0.0.1  pic.geocities.com
127.0.0.1  visit.geocities.com
127.0.0.1  hostingprod.com
# [YesUp Ecommerce Solutions]
127.0.0.1  search.clicksor.com
127.0.0.1  www.clicksor.com #[IE-SpyAd]
127.0.0.1  www.e-mailpromotion.com
127.0.0.1  goadbar.com
127.0.0.1  www.infinityads.com
127.0.0.1  multipops.com #[IE-SpyAd]
127.0.0.1  www1.multipops.com
127.0.0.1  www2.multipops.com
127.0.0.1  www.multipops.com
127.0.0.1  gopopup.com
127.0.0.1  www.gopopup.com
127.0.0.1  paypopup.com #[IE-SpyAd]
127.0.0.1  central.paypopup.com
127.0.0.1  central2.paypopup.com
127.0.0.1  www1.paypopup.com
127.0.0.1  www2.paypopup.com
127.0.0.1  www3.paypopup.com
127.0.0.1  www4.paypopup.com
127.0.0.1  www5.paypopup.com
127.0.0.1  www6.paypopup.com
127.0.0.1  www7.paypopup.com
127.0.0.1  www8.paypopup.com
127.0.0.1  www9.paypopup.com #[toolbar.cab]
127.0.0.1  www10.paypopup.com
127.0.0.1  www.paypopup.com
127.0.0.1  popinads.com #[IE-SpyAd]
127.0.0.1  www.popinads.com
127.0.0.1  www1.yesadvertising.com
127.0.0.1  www2.yesadvertising.com
127.0.0.1  www3.yesadvertising.com
127.0.0.1  www4.yesadvertising.com
127.0.0.1  www5.yesadvertising.com
127.0.0.1  www6.yesadvertising.com
127.0.0.1  www7.yesadvertising.com
127.0.0.1  www8.yesadvertising.com
127.0.0.1  www9.yesadvertising.com
127.0.0.1  www10.yesadvertising.com
127.0.0.1  www11.yesadvertising.com
127.0.0.1  www12.yesadvertising.com
127.0.0.1  www13.yesadvertising.com
127.0.0.1  www14.yesadvertising.com
127.0.0.1  www15.yesadvertising.com
127.0.0.1  yesup.com
127.0.0.1  bt.yesup.com
127.0.0.1  www.yesup.com
127.0.0.1  forum.yesup.net
